Date,momentum_3m,RSI_month_end,actual,predicted
2024-09-30,-0.0333850410572218,58.24165170007931,False,True
2024-10-31,-0.1396288179206691,23.42230848516792,False,True
2024-11-29,-0.1275285960752611,35.038350729106114,False,True
2024-12-30,-0.1139367607654375,35.678382914488026,False,True
2025-01-31,-0.1525629698793851,30.514714118687777,False,True
2025-02-28,-0.1912134836998066,36.74912853459964,False,True
2025-03-31,-0.1906631338932146,34.240501937695925,True,True
2025-04-30,-0.1016274432036049,72.45308310991956,True,True
2025-05-30,0.0454255931931397,60.92124814264488,False,True
2025-06-06,0.0682247403210576,42.592592592592595,False,True
